-0.00036175,-0.263751526,5.090464325,8.190517731
0.03358125,-0.221688995,5.150938568,8.346493378
0.06752525,-0.075443115,5.233267365,8.249195709
0.10146825,-0.203726349,5.109624481,8.342601471
0.13541225,-0.194894714,4.847220154,8.765621796
0.16935525,-0.041763153,5.018913116,8.284821625
0.20329925,0.141755219,5.066364441,8.258027344
0.23724225,0.217497711,5.032834167,8.46205307
0.27118625,0.314196625,5.110223236,8.484207001
0.30512925,0.27617569,5.245392151,8.245902557
0.33907325,0.558338928,4.902006226,8.181536407
0.37301725,0.909508667,4.785249023,8.376880188
0.40696025,1.275946655,4.860243073,8.032296753
0.44090325,1.410816193,4.482728119,8.424331512
0.47484725,1.888772278,4.493505707,8.416996765
0.50879125,1.742825775,4.222419434,8.549321594
0.54273425,1.380878448,4.660558319,8.036787415
0.57667825,0.163909149,4.296215973,9.300908661
0.61062125,1.987716522,6.407874756,7.934550018
0.64456525,2.316432953,2.938838654,7.830815735
0.67850925,-0.966091003,4.783153381,12.14709
0.71245225,2.668650513,3.213218079,8.402177582
0.74639625,-0.019459534,4.711452484,7.764503632
0.78033925,-0.670006714,6.443051605,6.398144989
0.814283417,0.88930069,4.777165833,8.730744324
0.848226417,-0.470471649,5.989045715,9.057065735
0.882170417,0.312699738,5.047952728,8.914113007
0.916114417,0.19309845,4.705015869,8.796307983
0.950058417,2.002835083,4.020339661,11.55686737
0.984001417,2.856509857,6.946305084,9.827962646
1.017945417,4.104464722,7.475305023,10.38211029
1.051888417,4.914879456,6.277046814,10.6088887
1.085832417,3.560046844,5.325176239,10.84734283
1.119775417,2.930605774,3.400778046,8.864116974
1.153719417,2.334545288,1.993105316,5.922733612
1.187663417,2.054178314,1.443598022,3.592080231
1.221607417,1.674268341,-0.022004242,2.631677399
1.255550417,2.025587769,-0.576451263,1.666484528
1.289494417,1.988165588,-1.406624908,1.661395111
1.323438417,2.553390198,-2.846630402,1.413660278
1.357381417,3.592678986,-4.670587463,1.718276825
1.391325417,5.586832123,-6.750811615,2.682571564
1.425268417,7.593110046,-8.7416716,3.784280548
1.459212417,10.20502853,-11.61704224,3.610042877
1.493156417,12.17448303,-14.11370041,3.99938324
1.527099417,14.38733139,-16.59628784,4.856650543
1.561043417,15.29474442,-16.8330954,5.916147308
1.594987417,17.03921677,-17.38439896,6.886579285
1.628931417,15.35491928,-14.21009995,5.722599792
1.662874417,11.09208389,-9.235345001,3.949387207
1.696818417,9.054221649,-8.096662903,2.050286407
1.730762417,8.402476959,-7.866291962,0.283510437
1.764706417,7.553292847,-7.02519104,-0.218395844
1.798649125,7.38324646,-7.141648865,-0.526155853
1.832593125,6.675518188,-6.052663422,0.142952728
1.866536125,6.998696136,-5.746699677,0.964594116
1.900480125,7.65702713,-5.322781219,1.801503754
1.934423125,9.21214325,-5.342839508,0.786614227
1.968367125,9.373358002,-4.996609497,0.212557983
2.002311125,9.583371277,-5.410798187,-0.506846008
2.036255125,9.135203247,-6.041287079,-0.787961426
2.070198125,9.485774231,-8.087232513,-0.30192215
2.104142125,9.793234863,-9.80416214,1.026265869
2.138086125,10.69675598,-12.86589523,1.886377258
2.172030125,9.427545319,-11.88752975,2.883004761
2.205973125,8.606802063,-10.82623672,3.522774353
2.239917125,8.716523895,-11.9294426,3.299289093
2.273861125,9.073232117,-13.12949707,2.74035141
2.307805125,8.543633423,-11.8921701,2.74618927
2.341748125,8.450676727,-10.26325745,2.647095337
2.375692125,8.68089798,-9.740394745,2.58467514
2.409636125,8.393495636,-9.930050354,2.293829956
2.443580125,7.338639221,-9.457932129,2.150428162
2.477523125,6.213728485,-8.802445221,1.946402435
